user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
9890492,1195511146117242881,2019-11-16T01:17:23Z,peta,@OzWardenof Many chains do not charge extra for vegan milk. The surcharge is unfair to customers who oppose animal abuse and it punishes people who are lactose intolerant (most of whom are people of color) as well as anyone who chooses vegan milk in order to reduce methane-gas emissions.,Sprout Social,276,1195501804424970240,1165603715547652097,OzWardenof,FALSE,FALSE,5,0,,,,,,,,,,,,,,,,1165603715547652097,OzWardenof,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,|,|||||||,https://twitter.com/peta/status/1195511146117242881,PETA,"Los Angeles, CA / Norfolk, VA","Breaking animal news, #vegan recipes, rescues, & more from the largest animal rights organization in the world.",https://t.co/5exYWceR2c,FALSE,1098075,5024,8778,412286,95525,2007-11-02T16:29:30Z,TRUE,https://t.co/5exYWceR2c,http://peta.org,,https://pbs.twimg.com/profile_banners/9890492/1574813630,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1153870158298923008/c1rwHMhg_normal.jpg
